id	name	source_domain	primary_field	current_horizon	legacy_ordering_day	relative_chance	requires_all	requires_any	learning_route_count	learning_route_foundations	reference_transformation	role	review_status	presentation_tier	stack_gaps	chronology_risk	review_note
diode_logic	Diode Logic	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""silicon_rectifiers"",""carbon_resistors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
directional_air_valves	Directional Air Valves	infrastructure	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""pressure_pipe_jointing"",""compressed_air_systems""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
displacement_buoyancy	Displacement and Buoyancy	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""river_craft"",""fractional_quantities"",""river_craft"",""fractional_quantities""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
domed_masonry_roofs	Domed Masonry Roofs		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""vaulted_masonry_roofs"",""geometric_survey""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
domesticated_mounts	Domesticated Mounts	logistics	D09		400	0.003			1	"[{""id"":""local"",""requires_all"":[""pack_animals""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
double_seaming	Double Seaming	nutrition	D01		0	0.002			1	"[{""id"":""local"",""requires_all"":[""can_body_forming"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
dough_leavening	Dough Leavening		D01	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""fermentation_control"",""flour_sifting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
drainage	Ground Drainage	infrastructure	D02		10	0.007			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T04	anchor	keep	program_report	occupied wet ground	root_density	A plausible root observation that should be exposed by rain and occupied-ground work rather than arbitrary early selection.
drawbar_fitting	Drawbar Fitting	infrastructure	D09		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""rope_laying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
drawloom_pattern_control	Drawloom-Pattern Control		D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""plain_weaving"",""crew_handoffs""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
drill_bit_fluting	Drill-Bit Fluting	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""toolbit_heat_treatment"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
drill_jig_bushings	Drill Jig Bushings	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""centre_lathe_assembly"",""column_drilling_machines""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
drill_jig_layout	Drill Jig Layout	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""drill_jig_bushings"",""horizontal_milling_machines"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
drop_spindles	Drop Spindles	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""cordage"",""clay_shaping""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
dry_dock_services	Dry Dock Services		D10		0	0.002		"[[""mine_drainage"",""compound_pulleys""]]"	1	"[{""id"":""local"",""requires_all"":[""structural_load_testing""],""requires_any"":[[""mine_drainage"",""compound_pulleys""]],""progress_multiplier"":1.0}]"			unreviewed				pending
drypoint_printmaking	Drypoint Printmaking	production	D19		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""copperplate_preparation"",""printing_process""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
duplex_telegraphy	Duplex Telegraphy		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""electrical_telegraphy"",""polarized_telegraph_relays"",""ratio_proportion""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
earth_oven_cooking	Earth Oven Cooking		D01	H01	0	0.005			1	"[{""id"":""local"",""requires_all"":[""hearth_roasting_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
edible_resource_recognition	Edible Resource Recognition		D01	H01	0	0.003			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T01	anchor	keep	notice		none	Makes local food classification operational rather than a generic yield bonus.
elastic_deformation	Elastic Deformation	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""standard_measures"",""timber_grading"",""standard_measures"",""timber_grading""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electric_arc_furnaces	Electric Arc Furnaces	production	D04		82000	0.002			1	"[{""id"":""local"",""requires_all"":[""steel_refining"",""electrical_generators"",""electrical_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electric_motors	Electric Motors	production	D06		62000	0.002			2	"[{""id"":""local"",""requires_all"":[""electromagnetic_induction"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mechanical:local"",""requires_all"":[""rotational_dynamics"",""bearing_surfaces"",""electromagnetic_induction"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.15}]"			unreviewed				pending
electric_power_looms	Electric Power Looms	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""flying_shuttles"",""crank_linkages"",""electric_motors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electric_pulp_beating	Electric Pulp Beating	production	D13		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""fiber_pulp_beating"",""electric_motors"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electrical_generators	Electrical Generators	production	D05		59000	0.002			1	"[{""id"":""local"",""requires_all"":[""electromagnetic_induction"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electrical_measurement	Electrical Measurement	knowledge	D12		43000	0.002			2	"[{""id"":""local"",""requires_all"":[""electrochemical_cells"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""dimensional_analysis"",""electrochemical_cells"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.2}]"			unreviewed				pending
electrical_telegraphy	Electrical Telegraphy		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""telegraph_keys"",""electromagnet_sounders"",""line_insulators"",""telegraph_return_circuits""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electrochemical_cells	Electrochemical Cells	knowledge	D05		36000	0.002			1	"[{""id"":""local"",""requires_all"":[""copper_casting"",""chemical_distillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electrochemical_machining	Electrochemical Machining		D06	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""electrochemical_cells"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electromagnet_sounders	Electromagnet Sounders		D21		0	0.002			1	"[{""id"":""local"",""requires_all"":[""electromagnetic_relays""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electromagnetic_earpieces	Electromagnetic Earpieces		D21		0	0.002			1	"[{""id"":""local"",""requires_all"":[""acoustic_diaphragms"",""electromagnetic_induction""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electromagnetic_induction	Electromagnetic Induction	knowledge	D05		51000	0.002			1	"[{""id"":""local"",""requires_all"":[""electrical_measurement"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electromagnetic_relays	Electromagnetic Relays	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""electromagnetic_induction"",""wire_drawing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electromagnetic_wave_theory	Electromagnetic Wave Theory		D21		0	0.002			1	"[{""id"":""local"",""requires_all"":[""electromagnetic_induction"",""differential_equations""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electron_physics	Electron Physics	knowledge	D12		71000	0.002			1	"[{""id"":""local"",""requires_all"":[""vacuum_experiments"",""electrical_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
electronic_machine_control	Electronic Machine Control	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""transistor_amplifiers"",""resistive_sensing"",""electromagnetic_relays"",""wound_transformers"",""silicon_rectifiers"",""feedback_governors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
elephant_training	Working Elephant Training	security	D20		5000	0.001			1	"[{""id"":""local"",""requires_all"":[""animal_taming"",""supply_groups""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
engineer_demonstration_ranges	Engineer Demonstration Ranges	security	D20		39000	0.002		"[[""professional_corps"",""military_staffs""]]"	1	"[{""id"":""local"",""requires_all"":[""siege_engineering"",""experimental_controls""],""requires_any"":[[""professional_corps"",""military_staffs""]],""progress_multiplier"":1.0}]"			unreviewed				pending
engineer_infantry_security	Engineer–Infantry Security	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""indirect_fire"",""military_staffs""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
engineered_wood_lamination	Engineered Wood Lamination		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""adhesive_bond_design"",""timber_grading""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
enzyme_catalysis	Enzyme Catalysis		D15		0	0.002			1	"[{""id"":""local"",""requires_all"":[""fermentation_control"",""chemical_distillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
error_detection_codes	Error-Detection Codes		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""message_framing"",""combinatorics""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
ethylene_glycol_hydrolysis	Ethylene Glycol Hydrolysis		D04	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""chemical_distillation"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
ethylene_oxide_synthesis	Ethylene Oxide Synthesis		D04	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""industrial_catalyst_design"",""chemical_distillation"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
evacuation_relays	Casualty Evacuation Relays	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""casualty_collection_posts"",""supply_groups""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
experimental_controls	Experimental Controls	knowledge	D18		39000	0.0008			1	"[{""id"":""local"",""requires_all"":[""case_records"",""workshop_standards"",""place_value""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
experimental_optics	Experimental Optics	knowledge	D12		23000	0.002			1	"[{""id"":""local"",""requires_all"":[""optical_lenses"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
experimental_protocol_publication	Experimental Protocol Publication		D18	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""laboratory_notebooks"",""printing_process""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
external_thread_cutting	External Thread Cutting	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""bolt_blank_forging"",""thread_die_cutting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
eyepiece_design	Eyepiece Design	knowledge	D12		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lens_centering""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
feedback_governors	Feedback Governors	knowledge	D06		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""rotational_dynamics"",""crank_linkages"",""mechanical_oscillation"",""rotational_dynamics"",""crank_linkages"",""mechanical_oscillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
feedback_radio_oscillators	Feedback Radio Oscillators		D21		0	0.002		"[[""triode_valves"",""transistor_amplifiers""]]"	2	"[{""id"":""local_triode_valves"",""requires_all"":[""triode_valves"",""resonant_tuned_circuits"",""feedback_governors""],""requires_any"":[[""triode_valves"",""transistor_amplifiers""]],""progress_multiplier"":1.0},{""id"":""local_transistor_amplifiers"",""requires_all"":[""transistor_amplifiers"",""resonant_tuned_circuits"",""feedback_governors""],""requires_any"":[[""triode_valves"",""transistor_amplifiers""]],""progress_multiplier"":1.0}]"			unreviewed				pending
felloe_jointing	Felloe Jointing	infrastructure	D09		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fermentation_control	Controlled Fermentation	nutrition	D01		7200	0.002			1	"[{""id"":""local"",""requires_all"":[""sealed_vessels"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fermentation_starter_cultures	Fermentation Starter Cultures		D01	H03	0	0.002		"[[""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""fermentation_control""],""requires_any"":[[""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
festival_calendar	Festival Calendar	culture	D19		180	0.005			2	"[{""id"":""local"",""requires_all"":[""seasonal_patterns""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""oral_epics"",""route_memory""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fiber_combing	Fiber Combing	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""fiber_retting"",""controlled_flaking""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fiber_grading	Fiber Grading	ecology	D07		25	0.009			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T01	anchor	keep	program_report		none	Supports cordage, carriers, clothing, and later record media.
fiber_pulp_beating	Fiber Pulp Beating	production	D13		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""fiber_retting"",""hafted_tools""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fiber_retting	Fiber Retting	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""fiber_grading"",""clean_water""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
field_aid_stations	Field Aid Stations	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""casualty_collection_posts"",""surgical_anatomy"",""public_stores""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
field_armorer_teams	Field Armorer Teams	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""workshop_standards""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
field_fortifications	Field Fortifications	security	D20		1100	0.0032			1	"[{""id"":""local"",""requires_all"":[""watch_rotation"",""drainage""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
field_variety_trials	Field Variety Trials	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""progeny_rows"",""statistical_sampling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fighter_tactics	Fighter Tactics	security	D20		86000	0.001			1	"[{""id"":""local"",""requires_all"":[""powered_flight"",""formation_drill""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fine_focus_stages	Fine-Focus Stages	knowledge	D12		0	0.002			1	"[{""id"":""local"",""requires_all"":[""precision_machinery"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
finery_forges	Finery Forges	production	D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""blast_furnace"",""forge_welding""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fired_roof_tiles	Fired Roof Tiles		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""kiln_control"",""clay_tempering"",""framed_construction""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
flour_sifting	Flour Sifting		D01	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""grain_milling"",""plain_weaving""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
flow_continuity	Flow Continuity	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""hydrostatic_pressure"",""ratio_proportion"",""hydrostatic_pressure"",""ratio_proportion""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fluid_film_bearings	Fluid-Film Bearings		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""viscous_resistance"",""lubrication_regimes""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
flyer_spinning	Flyer Spinning	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""spinning_wheels"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
flying_shuttles	Flying Shuttles	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""plain_weaving"",""joinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
flywheel_smoothing	Flywheel Smoothing	knowledge	D06		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""gear_ratios"",""centers_of_mass"",""gear_ratios"",""centers_of_mass""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
foil_capacitors	Foil Capacitors	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""electrical_measurement"",""paper_making"",""wire_drawing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
food_acidity_measurement	Food Acidity Measurement		D01	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""standard_measures"",""electrochemical_cells""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
food_batch_traceability	Food-Batch Traceability		D01	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""material_accounting"",""cargo_seals""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
food_drying	Food Drying	nutrition	D01		0	0.009			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T03	anchor	keep	landmark		root_density	A valid root practice, but one of many simultaneous opening roots that need paced exposure.
food_package_barrier_testing	Food Package Barrier Testing		D01	H05	0	0.002		"[[""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""food_process_hazard_analysis""],""requires_any"":[[""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
food_package_leak_detection	Food Package Leak Detection		D01	H05	0	0.002		"[[""pressure_vessels"",""electrical_measurement""]]"	1	"[{""id"":""local"",""requires_all"":[""food_package_barrier_testing""],""requires_any"":[[""pressure_vessels"",""electrical_measurement""]],""progress_multiplier"":1.0}]"			unreviewed				pending
food_pounding_mortars	Food Pounding Mortars		D01	H01	0	0.002		"[[""stone_sorting"",""hafted_tools""]]"	1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[[""stone_sorting"",""hafted_tools""]],""progress_multiplier"":1.0}]"			unreviewed				pending
food_process_hazard_analysis	Food-Process Hazard Analysis		D01	H05	0	0.002		"[[""thermal_process_validation"",""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""food_batch_traceability""],""requires_any"":[[""thermal_process_validation"",""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
food_retorts	Food Retorts	nutrition	D01		0	0.002			1	"[{""id"":""local"",""requires_all"":[""pressure_vessels"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
food_steaming_vessels	Food Steaming Vessels		D01	H01	0	0.005		"[[""clay_shaping"",""basketry""]]"	1	"[{""id"":""local"",""requires_all"":[""hearth_roasting_control""],""requires_any"":[[""clay_shaping"",""basketry""]],""progress_multiplier"":1.0}]"			unreviewed				pending
food_water_activity_measurement	Food Water Activity Measurement		D01	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""food_process_hazard_analysis"",""humidity_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
forced_air_grain_drying	Forced-Air Grain Drying		D01	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""grain_moisture_testing"",""electric_motors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
forge_welding	Forge Welding	production	D04		22000	0.0016			1	"[{""id"":""local"",""requires_all"":[""bloomery_smelting"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
formal_archives	Formal Archives	knowledge	D13		5900	0.002			1	"[{""id"":""local"",""requires_all"":[""phonetic_notation"",""public_stores""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
formaldehyde_synthesis	Formaldehyde Synthesis		D04	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""industrial_catalyst_design"",""chemical_distillation"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
formation_drill	Formation Drill	security	D20		60	0.003			2	"[{""id"":""local"",""requires_all"":[""watch_rotation"",""labor_rotations""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""watch_rotation"",""festival_calendar""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fortified_stores	Fortified Stores	security	D20		3900	0.0023			1	"[{""id"":""local"",""requires_all"":[""field_fortifications"",""public_stores"",""framed_construction""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
foundation_settlement_monitoring	Foundation-Settlement Monitoring		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""geometric_survey"",""shallow_foundation_assessment""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
four_jaw_chucks	Four-Jaw Chucks	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lead_screw_cutting"",""forge_welding""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fractional_distillation	Fractional Distillation	production	D04		46000	0.002			1	"[{""id"":""local"",""requires_all"":[""chemical_distillation"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fractional_quantities	Fractional Quantities	knowledge	D12		600	0.002			1	"[{""id"":""local"",""requires_all"":[""tallies"",""standard_measures"",""tallies"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
frame_moulding	Frame Moulding	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""grown_frame_selection"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
framed_construction	Framed Construction	infrastructure	D08		500	0.004			1	"[{""id"":""local"",""requires_all"":[""joinery"",""timber_seasoning""],""requires_any"":[],""progress_multiplier"":1.0}]"	T04	anchor	keep	landmark	physical building assembly and maintenance	cross_field_gap	Knowledge foundations are credible; transformation credit requires an operating durable structure rather than knowledge alone.
frequency_conversion	Frequency Conversion		D21		0	0.002			1	"[{""id"":""local"",""requires_all"":[""feedback_radio_oscillators"",""crystal_radio_detection""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
frequency_modulation	Frequency Modulation		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""feedback_radio_oscillators"",""frequency_stabilization"",""variable_air_capacitors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
frequency_stabilization	Frequency Stabilization		D21		0	0.002			1	"[{""id"":""local"",""requires_all"":[""resonant_tuned_circuits"",""measurement_uncertainty"",""harmonic_analysis""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
friction_measurement	Friction Measurement	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""standard_measures"",""experimental_controls"",""standard_measures"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
fruit_pulp_screening	Fruit Pulp Screening		D01	H02	0	0.002		"[[""basketry"",""flour_sifting""]]"	1	"[{""id"":""local"",""requires_all"":[""edible_resource_recognition""],""requires_any"":[[""basketry"",""flour_sifting""]],""progress_multiplier"":1.0}]"			unreviewed				pending
fuel_refining	Liquid Fuel Refining	production	D05		84000	0.001			1	"[{""id"":""local"",""requires_all"":[""fractional_distillation"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
galley_navigation	Galley Navigation	security	D10		15000	0.001			1	"[{""id"":""local"",""requires_all"":[""coastal_watercraft"",""formation_drill""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
garment_pattern_cutting	Garment-Pattern Cutting		D07		0	0.002			1	"[{""id"":""local"",""requires_all"":[""bone_needle_sewing"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
garment_seam_sealing	Garment Seam Sealing		D07	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""textile_waterproofing"",""sewing_machine_mechanisms""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
garment_size_grading	Garment-Size Grading		D07		0	0.002			1	"[{""id"":""local"",""requires_all"":[""garment_pattern_cutting"",""statistical_sampling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gas_composition_analysis	Gas Composition Analysis		D23	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""spectroscopy"",""chemical_distillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gauge_block_lapping	Gauge-Block Lapping	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""three_plate_lapping"",""precision_machinery"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gear_hobbing	Gear Hobbing		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""gear_tooth_generation"",""milling_cutter_relief""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gear_power_skiving	Gear Power Skiving		D06	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""gear_tooth_generation"",""numerical_machine_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gear_ratios	Gear Ratios	knowledge	D06		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""ratio_proportion"",""joinery"",""ratio_proportion""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gear_shaping_generation	Gear Shaping Generation		D06	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""gear_tooth_generation"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gear_tooth_generation	Gear-Tooth Generation		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""gear_ratios"",""dimensional_metrology""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
geochemical_anomaly_mapping	Geochemical Anomaly Mapping	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""geochemical_baselines"",""regional_maps"",""measurement_uncertainty"",""geochemical_baselines"",""regional_maps"",""measurement_uncertainty""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
geochemical_baselines	Geochemical Baselines	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""chemical_distillation"",""statistical_sampling"",""systematic_channel_sampling"",""chemical_distillation"",""statistical_sampling"",""systematic_channel_sampling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
geologic_cross_sections	Geologic Cross Sections	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""geometric_survey"",""relative_stratigraphy"",""similar_triangles"",""geometric_survey"",""relative_stratigraphy"",""similar_triangles""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
