id,line,name,target_year,band_low,band_high,research_years,status,shared_with,key_threshold,aliases,source_file
coming_of_age_rites,culture,Coming-of-age rites for youths,65,45,85,3,new,demography,,demography@46: Coming-of-age rites mark adulthood,docs/research/CULTURE_600_YEARS.md
cooperative_harvest_gatherings,culture,Cooperative harvest gatherings,75,50,95,3,era,labor,,labor@45: Harvests brought in by households in turn,docs/research/CULTURE_600_YEARS.md
household_lineage_tokens,culture,Household lineage tokens,80,55,100,3,era,demography,,demography@76: Household lineage tokens,docs/research/CULTURE_600_YEARS.md
cross_craft_visiting,culture,Crafters spend a season watching another craft,85,60,105,3,era,,,,docs/research/CULTURE_600_YEARS.md
memorial_cairn_marking,culture,Memorial cairns at the sites of notable events,90,65,110,3,era,,,,docs/research/CULTURE_600_YEARS.md
marriage_feasts,culture,Marriage feasts joining two lineages,95,70,115,3,new,,,,docs/research/CULTURE_600_YEARS.md
mutual_aid_customs,culture,Mutual aid customs,100,75,125,3,era,labor,,labor@72: Neighbours rebuild for a family in need,docs/research/CULTURE_600_YEARS.md
first_shrine_house,culture,A house for the god: the first shrine building,110,80,145,8,new,institutions,yes,,docs/research/CULTURE_600_YEARS.md
praise_songs,culture,Songs of praise sung to the god at set times,115,85,145,4,new,,,,docs/research/CULTURE_600_YEARS.md
rattles_drums_pipes,culture,"Rattles, clay drums and reed pipes",120,90,150,3,new,,,,docs/research/CULTURE_600_YEARS.md
traveling_storyteller_exchange,culture,Traveling storytellers trade tales for lodging,130,100,160,4,era,,,,docs/research/CULTURE_600_YEARS.md
graveside_libations,culture,Libations poured for the ancestors at graves,135,105,165,3,new,,,,docs/research/CULTURE_600_YEARS.md
disaster_memory_markers,culture,Flood-mark stones and their stories,145,110,180,3,era,,,,docs/research/CULTURE_600_YEARS.md
grief_support_customs,culture,Grief support customs,150,115,185,3,era,,,,docs/research/CULTURE_600_YEARS.md
puzzle_riddle_contests,culture,Riddle and puzzle contests,152,115,190,2,era,,,,docs/research/CULTURE_600_YEARS.md
festival_wrestling_races,culture,Wrestling and footraces at festivals,155,120,190,3,new,,,,docs/research/CULTURE_600_YEARS.md
emblem_processions,culture,Processions carry the god's emblem through the fields,160,125,195,4,new,,,,docs/research/CULTURE_600_YEARS.md
proverbs,culture,Proverbs passed down as counsel,180,140,220,3,new,,,,docs/research/CULTURE_600_YEARS.md
temple_festival_meals,culture,Festival meals shared at the god's house,190,150,230,4,new,,,,docs/research/CULTURE_600_YEARS.md
flood_origin_stories,culture,Stories of the great flood and the first days,200,160,240,5,new,,,,docs/research/CULTURE_600_YEARS.md
rank_inlay_ornament,culture,Inlaid shell and stone ornament for high rank,210,170,250,4,new,production,,,docs/research/CULTURE_600_YEARS.md
naming_day_rites,culture,Naming-day rites,225,185,265,3,era,demography,,demography@290: Naming-day rites,docs/research/CULTURE_600_YEARS.md
seasonal_commemoration_rites,culture,A yearly rite on the date of a remembered disaster,240,200,280,4,era,,,,docs/research/CULTURE_600_YEARS.md
public_debate_custom,culture,Rival explanations argued before the community,250,210,285,4,era,,,,docs/research/CULTURE_600_YEARS.md
rank_dress_styles,culture,Hair and dress styles marking age and rank,255,215,290,3,new,,,,docs/research/CULTURE_600_YEARS.md
craft_lineage_naming,culture,Techniques credited to the teacher who began them,262,220,295,3,era,,,,docs/research/CULTURE_600_YEARS.md
intermarriage_visiting_customs,culture,Visiting customs between intermarried villages,265,225,300,4,era,demography,,demography@276: In-married kin visit their birth homes,docs/research/CULTURE_600_YEARS.md
visiting_specialist_consultations,culture,Respected outsiders consulted on hard disputes,268,225,305,3,era,,,,docs/research/CULTURE_600_YEARS.md
stone_relief_carving,culture,Relief carving on stone slabs,275,230,315,6,new,,,,docs/research/CULTURE_600_YEARS.md
banded_procession_vessels,culture,Offering processions shown in bands on vessels,280,240,320,6,new,,,,docs/research/CULTURE_600_YEARS.md
temple_singers_lamenters,culture,Singers and lamenters trained for the god's house,285,245,325,6,new,,,,docs/research/CULTURE_600_YEARS.md
guest_friendship,culture,Guest-friendship between houses of different towns,290,250,330,4,new,,,,docs/research/CULTURE_600_YEARS.md
founder_story_recitation,culture,The founder's story recited at the turn of the year,300,255,345,6,new,,,,docs/research/CULTURE_600_YEARS.md
board_race_games,culture,Race games on a marked board with throwing sticks,310,275,345,4,new,,,,docs/research/CULTURE_600_YEARS.md
new_year_festival,culture,New-year festival of the god's renewal of the land,320,280,370,10,new,,yes,,docs/research/CULTURE_600_YEARS.md
town_identity,culture,"Town identity: its own name, emblem and patron festival",330,295,365,6,new,,,,docs/research/CULTURE_600_YEARS.md
theophoric_names,culture,Personal names that honor the god,350,315,385,3,new,,,,docs/research/CULTURE_600_YEARS.md
shared_meal_obligations,culture,Shared meal obligations,360,320,395,4,era,,,,docs/research/CULTURE_600_YEARS.md
votive_figures,culture,Votive figures stand in prayer before the god,365,325,400,6,new,,,,docs/research/CULTURE_600_YEARS.md
seasonal_hymn_cycles,culture,Hymn cycles for each season of the god's year,375,335,410,6,new,,,,docs/research/CULTURE_600_YEARS.md
harps_and_lyres,culture,Tuned harps and lyres,380,340,420,8,new,,,,docs/research/CULTURE_600_YEARS.md
chamber_tombs,culture,Chamber tombs with rich goods for leading lineages,385,345,425,8,new,,,,docs/research/CULTURE_600_YEARS.md
temple_choirs,culture,Temple choirs with drums and cymbals,395,355,430,6,new,,,,docs/research/CULTURE_600_YEARS.md
comparative_craft_gatherings,culture,Craft specialists compare methods on market days,400,360,440,6,era,,,,docs/research/CULTURE_600_YEARS.md
inlaid_mosaic_panels,culture,Inlaid mosaic panels of feasts and processions,403,360,445,6,new,,,,docs/research/CULTURE_600_YEARS.md
wisdom_instructions,culture,Wisdom instructions from a father to his son,405,365,445,6,new,,,,docs/research/CULTURE_600_YEARS.md
festival_dancers_acrobats,culture,Dancers and acrobats at festivals,420,380,460,4,new,,,,docs/research/CULTURE_600_YEARS.md
officiant_vestments,culture,Special garments and headdress for officiants,430,390,470,4,new,,,,docs/research/CULTURE_600_YEARS.md
envoy_reception,culture,Envoys received with a feast and gifts,440,400,480,5,new,,,,docs/research/CULTURE_600_YEARS.md
calendar_feast_days,culture,Feast days fixed to the months of the god's calendar,445,405,485,5,new,,,,docs/research/CULTURE_600_YEARS.md
royal_mourning,culture,Public days of lament for a dead ruler,450,410,490,4,new,,,,docs/research/CULTURE_600_YEARS.md
royal_stone_portraits,culture,Stone portraits of the ruler,455,415,495,8,new,,,,docs/research/CULTURE_600_YEARS.md
royal_wrestling_matches,culture,Wrestling and boxing matches before the ruler,460,420,500,4,new,,,,docs/research/CULTURE_600_YEARS.md
dream_interpretation,culture,Dreams read as messages from the god,470,430,510,5,new,,,,docs/research/CULTURE_600_YEARS.md
debate_poems,culture,Debate poems: two rivals argue in verse,480,440,520,6,new,,,,docs/research/CULTURE_600_YEARS.md
heroic_song_cycle,culture,Heroic song cycle of a great ruler,490,445,535,10,new,,yes,,docs/research/CULTURE_600_YEARS.md
royal_ancestor_offerings,culture,Monthly offerings for dead rulers,500,460,540,5,new,,,,docs/research/CULTURE_600_YEARS.md
love_wedding_songs,culture,Love songs and wedding songs,505,465,545,4,new,,,,docs/research/CULTURE_600_YEARS.md
city_laments,culture,Laments for a ruined town,510,470,550,6,new,,,,docs/research/CULTURE_600_YEARS.md
offering_omens,culture,Omens read from offerings,520,480,560,6,new,knowledge,,,docs/research/CULTURE_600_YEARS.md
god_boat_procession,culture,The god's boat carried in procession,530,490,570,8,new,,,,docs/research/CULTURE_600_YEARS.md
letters_to_the_god,culture,Letters to the god laid before the shrine,540,500,580,4,new,,,,docs/research/CULTURE_600_YEARS.md
palace_wall_painting,culture,Painted walls in palace halls,545,505,585,6,new,,,,docs/research/CULTURE_600_YEARS.md
scribal_songs_satires,culture,Tablet-house songs and satires,555,515,595,5,new,,,,docs/research/CULTURE_600_YEARS.md
pilgrimage,culture,Pilgrimage to the god's great house from distant towns,560,520,600,6,new,,,,docs/research/CULTURE_600_YEARS.md
foreign_fashion_adoption,culture,Foreign ornament and dress adopted,570,530,610,4,new,,,,docs/research/CULTURE_600_YEARS.md
sung_divine_narrative,culture,Sung narrative of the god's deeds with music,580,540,620,8,new,,,,docs/research/CULTURE_600_YEARS.md
feast_of_the_dead,culture,Yearly feast of the dead,590,550,630,5,new,,,,docs/research/CULTURE_600_YEARS.md
festival_bread_sharing,culture,Festival bread from the god shared with every household,600,560,640,4,new,,,,docs/research/CULTURE_600_YEARS.md
labor_rotations,labor,Shared work taken in turns,1,0,3,1.5,catalog,institutions,,institutions@1: Labor rotations: households take turns at shared work,docs/research/LABOR_600_YEARS.md
household_task_division,labor,Household tasks divided by age and season,2,0,4,1,new,,,,docs/research/LABOR_600_YEARS.md
dawn_task_briefings,labor,Tasks assigned at dawn,3,0,5,1,era,,,,docs/research/LABOR_600_YEARS.md
aptitude_trials,labor,Aptitude trials for new hands,4,0,6,1,era,,,,docs/research/LABOR_600_YEARS.md
paired_task_assignment,labor,Hard tasks done in pairs,5,0,8,1,era,,,,docs/research/LABOR_600_YEARS.md
rest_break_timing,labor,Rest breaks timed by the sun,6,1,10,1,era,,,,docs/research/LABOR_600_YEARS.md
shared_work_signals,labor,Shared work signals: calls and claps,8,2,12,1.5,era,,,,docs/research/LABOR_600_YEARS.md
seasonal_work_round,labor,"Seasonal round: set times to plant, fell and build",10,3,15,2,new,,,,docs/research/LABOR_600_YEARS.md
task_sequencing_habits,labor,Task sequencing habits,12,4,18,1.5,era,,,,docs/research/LABOR_600_YEARS.md
midday_heat_rest,labor,Midday rest in the hot season,14,5,20,1.5,new,,,,docs/research/LABOR_600_YEARS.md
children_light_tasks,labor,Children's light tasks: bird-scaring and gleaning,16,6,22,1.5,new,demography,,demography@32: Children given graded tasks by age,docs/research/LABOR_600_YEARS.md
skill_recognition,labor,Skilled hands recognized by name,18,6,25,2,era,,,,docs/research/LABOR_600_YEARS.md
rotating_heavy_tasks,labor,Heavy tasks rotated among the able,22,10,30,2,era,,,,docs/research/LABOR_600_YEARS.md
herding_rotas,labor,Herding rotas for common flocks,25,10,35,2,new,nutrition,,,docs/research/LABOR_600_YEARS.md
work_party_feasts,labor,Neighbour work party repaid with a feast,28,12,38,3,new,,yes,,docs/research/LABOR_600_YEARS.md
festival_rest_days,labor,Festival rest days,32,15,42,2,new,culture,,,docs/research/LABOR_600_YEARS.md
part_time_specialists,labor,Part-time craft specialists within households,36,18,48,4,new,,yes,,docs/research/LABOR_600_YEARS.md
slack_season_building,labor,Building work kept for the slack season,40,20,52,3,new,,,,docs/research/LABOR_600_YEARS.md
household_craft_learning,labor,Children learn a craft beside a parent,50,28,65,3,new,,,,docs/research/LABOR_600_YEARS.md
motion_economy_habits,labor,Economical movement habits,55,30,70,2,era,,,,docs/research/LABOR_600_YEARS.md
recovery_days_after_heavy_tasks,labor,Recovery days after heavy tasks,58,32,75,2,era,,,,docs/research/LABOR_600_YEARS.md
boundary_markers_parallel_crews,labor,Boundary markers for parallel crews,62,35,80,2,era,,,,docs/research/LABOR_600_YEARS.md
cross_training_circuits,labor,Cross-training circuits,66,38,85,2,era,,,,docs/research/LABOR_600_YEARS.md
task_captains,labor,Task captains,80,48,105,3,era,,,,docs/research/LABOR_600_YEARS.md
hauling_chants,labor,Hauling chants to time a pull,88,55,115,2,new,,,,docs/research/LABOR_600_YEARS.md
paced_work_cycles,labor,Paced work cycles,95,60,125,2,era,,,,docs/research/LABOR_600_YEARS.md
great_work_parties,labor,Great work parties for megaliths and dykes,100,65,135,8,new,,yes,,docs/research/LABOR_600_YEARS.md
mentored_task_learning,labor,Mentored task learning,110,70,145,3,era,,,,docs/research/LABOR_600_YEARS.md
seasonal_labor_pooling,labor,Seasonal labor pooling,120,80,155,3,era,,,,docs/research/LABOR_600_YEARS.md
batch_sizing_by_fatigue,labor,Batch size set by fatigue,130,90,165,2,era,,,,docs/research/LABOR_600_YEARS.md
elder_instruction_days,labor,Elder instruction days,135,95,170,2,era,,,,docs/research/LABOR_600_YEARS.md
household_labor_borrowing,labor,Labor borrowed between households,140,100,175,2,era,,,,docs/research/LABOR_600_YEARS.md
runner_relays_between_work_sites,labor,Runner relays between work sites,145,105,180,2,era,logistics,,,docs/research/LABOR_600_YEARS.md
full_time_specialists,labor,Full-time specialists fed from shared stores,155,115,195,10,new,,yes,,docs/research/LABOR_600_YEARS.md
load_tallies,labor,Overseer's tally of loads carried,165,125,205,3,new,knowledge,,,docs/research/LABOR_600_YEARS.md
shrine_work_obligations,labor,Owed work days for the shrine store,180,140,220,8,new,institutions,yes,,docs/research/LABOR_600_YEARS.md
tool_handoff_staging,labor,Tools staged for handoff,195,155,235,2,era,,,,docs/research/LABOR_600_YEARS.md
cross_party_scheduling,labor,Scheduling across work parties,205,165,245,3,era,,,,docs/research/LABOR_600_YEARS.md
fixed_worker_rations,labor,Fixed grain rations per worker,215,175,255,10,new,institutions;nutrition,yes,nutrition@224: Standard ration bowls for workers,docs/research/LABOR_600_YEARS.md
craft_quarters,labor,Craft quarters: specialists cluster by trade,225,185,265,5,new,,,,docs/research/LABOR_600_YEARS.md
specialist_rotation_ladders,labor,Specialist rotation ladders,235,195,275,3,era,,,,docs/research/LABOR_600_YEARS.md
crew_handoffs,labor,Crews hand over unfinished work by tally,240,200,280,3,catalog,,,,docs/research/LABOR_600_YEARS.md
capacity_ledgers,labor,Capacity ledgers,248,208,288,3,era,knowledge,,,docs/research/LABOR_600_YEARS.md
tool_reach_zoning,labor,Tool reach zoning,252,212,292,2,era,,,,docs/research/LABOR_600_YEARS.md
joint_crew_debriefs,labor,Joint crew debriefs,262,222,302,2,era,,,,docs/research/LABOR_600_YEARS.md
journeyman_placement,labor,Skilled helpers placed with masters,268,228,308,3,era,,,,docs/research/LABOR_600_YEARS.md
age_graded_load_limits,labor,Age-graded load limits,280,240,320,3,era,,,,docs/research/LABOR_600_YEARS.md
apprentice_for_keep,labor,Apprentice works for keep while learning,310,280,340,4,new,,,,docs/research/LABOR_600_YEARS.md
workshop_layout_planning,labor,Workshop layout planning,345,305,385,3,era,,,,docs/research/LABOR_600_YEARS.md
crew_count_scribes,labor,Scribes assigned to count crews,350,310,390,5,new,knowledge,,,docs/research/LABOR_600_YEARS.md
gangs_of_ten,labor,Gangs of ten under a foreman,355,315,395,5,new,,,,docs/research/LABOR_600_YEARS.md
certified_craft_competence,labor,Recognized master craftworkers,365,325,405,4,era,,,,docs/research/LABOR_600_YEARS.md
rotating_named_gangs,labor,Named gangs in rotating watches for great works,380,340,420,10,new,,yes,,docs/research/LABOR_600_YEARS.md
flood_season_great_works,labor,Great works scheduled for the flood season,385,345,425,5,new,,,,docs/research/LABOR_600_YEARS.md
workers_villages,labor,Workers' village beside a great work,390,350,430,8,new,,yes,,docs/research/LABOR_600_YEARS.md
shift_overlap_briefings,labor,Shift overlap briefings,400,360,440,2,era,,,,docs/research/LABOR_600_YEARS.md
fatigue_aware_task_assignment,labor,Fatigue-aware task assignment,420,380,460,3,era,,,,docs/research/LABOR_600_YEARS.md
measured_plot_allotment,labor,Field work allotted by measured plots,425,385,465,4,new,knowledge,,,docs/research/LABOR_600_YEARS.md
brick_quotas,labor,Daily brick quota per moulder,430,390,470,5,new,,,,docs/research/LABOR_600_YEARS.md
hired_harvest_hands,labor,Harvest hands hired for the season,440,400,480,5,new,,,,docs/research/LABOR_600_YEARS.md
daily_task_norms,labor,Standard daily task norms for digging and carrying,450,410,490,10,new,,yes,,docs/research/LABOR_600_YEARS.md
light_duty_for_infirm,labor,Lighter tasks and rations for sick and aged workers,470,430,510,5,new,health,,,docs/research/LABOR_600_YEARS.md
man_day_accounts,labor,Man-day accounts of labor owed and done,480,440,520,10,new,knowledge,yes,,docs/research/LABOR_600_YEARS.md
monthly_rest_days,labor,Fixed rest days in the working month,490,450,530,4,new,,,,docs/research/LABOR_600_YEARS.md
levy_substitutes,labor,Substitutes hired to serve another's levy,500,460,540,5,new,,,,docs/research/LABOR_600_YEARS.md
hired_labor_contracts,labor,Labor hired for silver or grain by sealed agreement,520,480,560,10,new,,yes,,docs/research/LABOR_600_YEARS.md
apprentice_contracts,labor,Apprentice contracts with a set term,540,500,580,8,catalog,,yes,,docs/research/LABOR_600_YEARS.md
levy_exemptions,labor,Exemption from levy for temple or craft service,555,515,595,5,new,institutions,,,docs/research/LABOR_600_YEARS.md
attendance_lists,labor,Foremen's daily attendance lists,570,530,610,5,new,,,,docs/research/LABOR_600_YEARS.md
trade_elders,labor,Trade elders speak for workshop crews,580,540,620,5,new,,,,docs/research/LABOR_600_YEARS.md
apprentice_quotas,labor,Masters train a set number of apprentices,590,550,630,4,new,,,,docs/research/LABOR_600_YEARS.md
crew_loans_between_cities,labor,Skilled crews lent between cities,600,560,640,5,new,,,,docs/research/LABOR_600_YEARS.md
raw_material_prestaging,production,Raw stock set out before a work session,1,0,4,1,era,,,,docs/research/PRODUCTION_600_YEARS.md
stone_sorting,production,"Stone chosen by fracture, grain and ring",2,0,5,1.5,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
edge_testing_by_feel,production,Edges tested by feel,3,0,6,1,era,,,,docs/research/PRODUCTION_600_YEARS.md
controlled_flaking,production,Pressure-flaked blades and points,4,0,8,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
edge_resharpening_rounds,production,Resharpening rounds for blades and scrapers,5,1,10,1.5,era,,,,docs/research/PRODUCTION_600_YEARS.md
cordage,production,Two-ply twisted cordage,6,2,10,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
hafted_tools,production,"Hafting with sinew, pitch and cord",7,2,12,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
basketry,production,Coiled and twined basketry,8,3,12,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
notched_measuring_rods,production,Notched measuring rods,9,3,14,1.5,era,knowledge,,,docs/research/PRODUCTION_600_YEARS.md
hide_smoke_curing,production,"Hides scraped, stretched and smoke-cured",10,4,15,2,new,,,,docs/research/PRODUCTION_600_YEARS.md
batch_task_grouping,production,Craft tasks grouped into batches,11,4,16,1.5,era,,,,docs/research/PRODUCTION_600_YEARS.md
clay_testing,production,"Clay tested by wetting, rolling and drying",12,5,18,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
clay_shaping,production,"Hand-built pots: coil, pinch and slab",13,5,20,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
woven_carriers,production,"Woven carriers, mats and fish traps",14,6,20,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
bone_needle_sewing,production,Bone awls and eyed needles for sewn hides,15,6,22,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
ground_stone_axes,production,Ground and polished stone axes and adzes,16,6,22,3,new,,,,docs/research/PRODUCTION_600_YEARS.md
mineral_pigment_preparation,production,Ochre and mineral pigments ground and bound,18,8,25,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
pit_firing,production,Open pit and bonfire firing of pots,20,10,28,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
clay_tempering,production,"Sand, shell and chaff tempering",22,12,30,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
grog_preparation,production,Crushed-sherd grog,24,12,32,2,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
timber_seasoning,production,"Timber barked, stacked and seasoned",26,14,35,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
bow_drill_drive,production,"Bow drill for beads, wood and stone",28,15,38,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
fiber_retting,production,Flax retted in ponds,30,16,40,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
drop_spindles,production,Spliced fiber spun on whorled spindles,32,18,42,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
grip_wrapping_practice,production,Grips wrapped on tool handles,34,18,45,1.5,era,,,,docs/research/PRODUCTION_600_YEARS.md
charcoal,production,Charcoal burned in covered stacks,36,20,48,4,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
paired_measure_checking,production,Two keepers check each measure,38,20,50,1.5,era,knowledge,,,docs/research/PRODUCTION_600_YEARS.md
warp_weighted_looms,production,Warp-weighted loom,40,22,55,5,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
plain_weaving,production,Plain-weave linen cloth,44,25,60,4,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
burnished_slipped_wares,production,Burnished and slip-coated wares,48,28,65,3,new,,,,docs/research/PRODUCTION_600_YEARS.md
lime_burning,production,Lime burned for plaster and whitewash,50,30,70,5,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
scrap_reclamation_habits,production,Offcuts and broken tools reclaimed,53,32,75,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
workshop_space_sharing,production,Work floors shared between households,56,35,80,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
kiln_control,production,Two-chamber updraft kiln,60,38,85,8,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
painted_pottery,production,Painted wares with fired mineral paints,64,40,90,4,new,,,,docs/research/PRODUCTION_600_YEARS.md
native_copper_working,production,Native copper cold-hammered and annealed,68,45,95,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
reference_vessel_sets,production,Reference vessel sets,72,48,100,2,era,knowledge,,,docs/research/PRODUCTION_600_YEARS.md
tournette,production,Tournette: slow turntable for finishing pots,75,50,105,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
horizontal_ground_loom,production,Horizontal ground loom,78,52,108,4,new,,,,docs/research/PRODUCTION_600_YEARS.md
stone_grain_judging,production,Stone judged by grain before quarrying,80,55,110,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
ore_assaying,production,Ore trials: roasting and colour tests on green stones,85,58,115,6,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
copper_smelting,production,Copper smelted in crucibles with blowpipes,90,60,125,12,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
haft_fit_checking,production,Haft fit checked before use,95,65,130,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
hide_tanning,production,Hides tanned with oak bark and galls,100,70,135,5,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
copper_casting,production,Open-mould casting of flat axes,105,75,140,10,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
fire_setting_mining,production,Fire-setting and stone mauls at copper workings,115,80,150,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
assistant_task_offloading,production,Assistants take over simple craft steps,120,85,155,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
handle_balance_testing,production,Handle balance testing,125,90,160,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
textile_dye_extraction,production,"Plant dyes for yarn: madder, weld, woad",130,95,165,4,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
lead_smelting,production,Lead smelted from galena,140,100,175,6,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
seed_oil_pressing,production,Seed and olive oil pressed for lamps and leather,150,110,185,4,catalog,nutrition,,,docs/research/PRODUCTION_600_YEARS.md
reduction_firing,production,Controlled reduction firing: black-topped wares,160,120,195,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
standard_weight_sets,production,Matched weighing stones,165,125,200,3,era,knowledge,,,docs/research/PRODUCTION_600_YEARS.md
wool_spinning,production,Wool spun from wool-bearing sheep,170,130,205,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
arsenical_copper,production,Arsenical copper from mixed ores,175,135,215,10,new,,yes,,docs/research/PRODUCTION_600_YEARS.md
output_quality_sorting,production,Output sorted by quality grade,180,140,215,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
measure_drift_checking,production,Measures checked for drift,183,145,220,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
template_based_sizing,production,Template-based sizing,188,150,225,3,era,,,,docs/research/PRODUCTION_600_YEARS.md
lost_wax_casting,production,Lost-wax casting,195,155,235,10,new,,yes,,docs/research/PRODUCTION_600_YEARS.md
comparative_tool_trials,production,Comparative tool trials,198,160,235,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
sheet_copper_riveting,production,Sheet copper hammered and riveted,205,165,245,4,new,,,,docs/research/PRODUCTION_600_YEARS.md
clay_feel_judging,production,Clay judged by feel,210,170,250,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
faience,production,Faience: glazed quartz paste,225,185,260,10,new,,yes,,docs/research/PRODUCTION_600_YEARS.md
wheel_thrown_pottery,production,Fast wheel-thrown pottery,230,190,270,12,new,,yes,,docs/research/PRODUCTION_600_YEARS.md
mould_made_bowls,production,Mould-made ration bowls in mass batches,235,195,275,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
tube_drilled_stone_vessels,production,Stone vessels bored with tube drill and sand,245,205,285,6,new,,,,docs/research/PRODUCTION_600_YEARS.md
silver_cupellation,production,Silver parted from lead by cupellation,250,210,290,8,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
craft_order_queuing,production,Craft orders queued by due date,255,215,295,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
bivalve_moulds,production,Two-piece moulds for shaft-hole axes,260,220,300,6,new,,,,docs/research/PRODUCTION_600_YEARS.md
meteoric_iron_working,production,Meteoric iron cold-worked into beads,265,225,305,4,new,,,,docs/research/PRODUCTION_600_YEARS.md
task_matched_tool_selection,production,Tool matched to task,270,230,310,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
standard_unit_naming,production,Standard unit names,275,235,315,3,era,knowledge,,,docs/research/PRODUCTION_600_YEARS.md
lampblack_capture,production,Lampblack gathered for ink and paint,285,245,325,3,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
clay_levigation,production,Fine clays settled in water tanks,295,255,335,4,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
temple_workshops,production,Temple workshops under an overseer,310,280,340,6,new,labor,,,docs/research/PRODUCTION_600_YEARS.md
seasonal_craft_scheduling,production,Craft work scheduled by season,320,290,350,3,era,,,,docs/research/PRODUCTION_600_YEARS.md
tin_smelting,production,Tin smelted from cassiterite,330,300,360,8,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
graded_tool_retirement,production,Tools retired by wear grade,340,310,370,2,era,,,,docs/research/PRODUCTION_600_YEARS.md
copper_carpentry_tools,production,"Copper saws, chisels and drills for stone and wood",350,320,380,6,new,,,,docs/research/PRODUCTION_600_YEARS.md
bronze_alloying,production,Tin bronze by set proportion,360,320,400,15,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
garment_pattern_cutting,production,Garments and hides cut to templates,365,325,405,5,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
cross_settlement_measure_agreement,production,Measures agreed between settlements,370,330,410,4,era,knowledge,,,docs/research/PRODUCTION_600_YEARS.md
leather_goods_patterning,production,"Leather goods cut to pattern: bags, straps, sandals",375,335,415,4,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
closed_moulds,production,Closed stone and clay moulds,380,340,420,6,new,,,,docs/research/PRODUCTION_600_YEARS.md
wool_felting_fulling,production,Wool felted and fulled,390,350,430,4,new,,,,docs/research/PRODUCTION_600_YEARS.md
goldsmith_filigree,production,"Gold and silver sheet, filigree and granulation",400,360,440,8,new,,yes,,docs/research/PRODUCTION_600_YEARS.md
bronze_work_hardening,production,Bronze edges work-hardened by hammering,410,370,450,4,new,,,,docs/research/PRODUCTION_600_YEARS.md
pot_bellows,production,Pot bellows at the smelting hearth,420,380,460,8,new,,yes,,docs/research/PRODUCTION_600_YEARS.md
fiber_combing,production,Wool combed for even yarn,425,385,465,4,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
twill_weave_structures,production,Twill weaves,430,390,470,6,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
glassmaking,production,Glass beads from fritted sand and plant ash,440,400,480,12,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
