id	line	design_year	effect	before	after
disability_care	health	38	knowledge_preservation	0.006	0.0039
first_fruits_offering	culture	38	cohesion	0.0026	0.0014
paired_measure_checking	production	38	standardization	0.02	0.0157
paired_measure_checking	production	38	task_coordination	0.0028	0.0014
brushwood_trackways	logistics	40	injury_risk	-0.005	-0.0018
brushwood_trackways	logistics	40	route_speed	0.0134	0.0069
food_steaming_vessels	nutrition	40	neonatal_survival	0.006	0.0021
food_steaming_vessels	nutrition	40	nutrition_quality	0.01	0.0055
public_stores	institutions	40	cohesion	0.0079	0.0042
public_stores	institutions	40	container_capacity	0.06	0.0248
public_stores	institutions	40	food_storage	0.13	0.0547
raid_scouting	security	40	injury_risk	-0.005	-0.0018
raid_scouting	security	40	survey_speed	0.01	0.005
raid_scouting	security	40	warfare_readiness	0.0081	0.0062
slack_season_building	labor	40	construction_rate	0.0037	0.0011
slack_season_building	labor	40	housing_output	0.006	0.0019
slack_season_building	labor	40	labor_demand	-0.015	-0.0144
solstice_horizon_markers	knowledge	40	cohesion	0.0021	0.0011
solstice_horizon_markers	knowledge	40	observation_rate	0.029	0.0151
stone_wall_footings	infrastructure	40	disaster_resilience	0.015	0.0076
stone_wall_footings	infrastructure	40	housing_output	0.018	0.0057
swidden_cycle	ecology	40	cultivation_yield	0.015	0.0071
swidden_cycle	ecology	40	soil_productivity	0.03	0.0212
warp_weighted_looms	production	40	craft_output	0.008	0.0035
warp_weighted_looms	production	40	health_protection	0.007	0.0017
warp_weighted_looms	production	40	labor_efficiency	0.0011	0.0005
winter_tale_nights	culture	40	cohesion	0.0039	0.0021
winter_tale_nights	culture	40	fatigue	-0.005	-0.0013
winter_tale_nights	culture	40	knowledge_preservation	0.0048	0.0031
controlled_baking	nutrition	42	food_storage	0.008	0.0034
controlled_baking	nutrition	42	nutrition_quality	0.005	0.0027
household_space_planning	demography	42	health_protection	0.035	0.0085
household_space_planning	demography	42	housing_output	0.075	0.0237
flat_clay_roofs	infrastructure	44	construction_rate	0.0015	0.0004
flat_clay_roofs	infrastructure	44	disaster_resilience	0.0075	0.0038
flat_clay_roofs	infrastructure	44	dry_storage	0.02	0.0108
flat_clay_roofs	infrastructure	44	housing_output	0.018	0.0057
plain_weaving	production	44	craft_output	0.006	0.0026
plain_weaving	production	44	health_protection	0.007	0.0017
household_mediators	institutions	45	cohesion	0.0052	0.0028
leaf_fodder_pollarding	ecology	45	food_output	0.01	0.0093
load_backframes	logistics	45	fatigue	-0.01	-0.0025
load_backframes	logistics	45	haul_capacity	0.0142	0.0054
named_star_figures	culture	45	knowledge_preservation	0.0032	0.0021
named_star_figures	culture	45	observation_rate	0.015	0.0078
named_star_figures	culture	45	route_speed	0.005	0.0026
poppy_analgesia	health	45	fatigue	-0.008	-0.002
poppy_analgesia	health	45	health_protection	0.006	0.0015
poppy_analgesia	health	45	injury_risk	-0.003	-0.0011
standard_measures	knowledge	45	construction_rate	0.04	0.0115
standard_measures	knowledge	45	craft_output	0.05	0.0216
standard_measures	knowledge	45	standardization	0.099	0.0776
standard_measures	knowledge	45	trade_capacity	0.054	0.0538
thorn_barriers	security	45	food_output	0.005	0.0046
thorn_barriers	security	45	security_efficiency	0.0144	0.0123
seed_cleaning	nutrition	46	cultivation_yield	0.02	0.0095
burnished_slipped_wares	production	48	container_capacity	0.02	0.0083
burnished_slipped_wares	production	48	craft_output	0.003	0.0013
burnished_slipped_wares	production	48	food_spoilage	-0.01	-0.0057
burnished_slipped_wares	production	48	water_safety	0.003	0.0011
drive_hunts	nutrition	48	food_storage	0.01	0.0042
drive_hunts	nutrition	48	task_coordination	0.01	0.005
mould_made_mudbricks	infrastructure	48	construction_rate	0.0075	0.0022
mould_made_mudbricks	infrastructure	48	disaster_resilience	0.0112	0.0056
mould_made_mudbricks	infrastructure	48	housing_output	0.036	0.0114
mould_made_mudbricks	infrastructure	48	standardization	0.009	0.0071
boundary_exchange_sites	logistics	50	cohesion	0.005	0.0009
boundary_exchange_sites	logistics	50	security_efficiency	0.004	0.001
boundary_exchange_sites	logistics	50	trade_capacity	0.02	0.0027
hive_sparing_honey_harvest	ecology	50	ecology_recovery	0.0067	0.0054
hive_sparing_honey_harvest	ecology	50	foraging_yield	0.02	0.0017
hive_sparing_honey_harvest	ecology	50	nutrition_quality	0.01	0.0013
household_craft_learning	labor	50	craft_output	0.002	0.0002
household_craft_learning	labor	50	knowledge_preservation	0.006	0.0025
household_craft_learning	labor	50	labor_efficiency	0.0022	0.0003
lime_burning	production	50	construction_rate	0.08	0.012
lime_burning	production	50	health_protection	0.03	0.0031
lime_burning	production	50	soil_productivity	0.03	0.005
mnemonic_verse_encoding	knowledge	50	knowledge_preservation	0.0033	0.0014
mnemonic_verse_encoding	knowledge	50	task_coordination	0.002	0.0004
refuse_removal	health	50	disease_exposure	-0.015	-0.0018
sealed_vessels	nutrition	50	food_spoilage	-0.08	-0.0078
sealed_vessels	nutrition	50	food_storage	0.1	0.009
sealed_vessels	nutrition	50	health_protection	0.03	0.0031
sealed_vessels	nutrition	50	trade_capacity	0.03	0.0041
shrine_wall_painting	culture	50	cohesion	0.0026	0.0005
shrine_wall_painting	culture	50	knowledge_preservation	0.002	0.0008
village_marriage_alliances	demography	50	cohesion	0.008	0.0014
village_marriage_alliances	demography	50	security_efficiency	0.006	0.0015
village_marriage_alliances	demography	50	trade_capacity	0.005	0.0007
weapon_free_gatherings	security	50	cohesion	0.01	0.0017
weapon_free_gatherings	security	50	injury_risk	-0.015	-0.0016
weapon_free_gatherings	security	50	trade_capacity	0.004	0.0005
lime_plastered_floors	infrastructure	52	disease_exposure	-0.015	-0.0018
lime_plastered_floors	infrastructure	52	health_protection	0.0105	0.0011
lime_plastered_floors	infrastructure	52	housing_output	0.012	0.0019
lime_plastered_floors	infrastructure	52	storage_loss	-0.01	-0.0019
seed_reserves	nutrition	52	cultivation_yield	0.07	0.0183
seed_reserves	nutrition	52	food_storage	0.04	0.0036
scrap_reclamation_habits	production	53	craft_output	0.02	0.002
drought_signs	ecology	55	disaster_risk	-0.0102	-0.0009
drought_signs	ecology	55	observation_rate	0.01	0.009
elder_care_by_children	demography	55	cohesion	0.01	0.0017
elder_care_by_children	demography	55	knowledge_preservation	0.008	0.0033
exculpatory_oath	institutions	55	cohesion	0.0026	0.0005
hermetic_grain_storage	nutrition	55	container_capacity	0.02	0.006
hermetic_grain_storage	nutrition	55	food_spoilage	-0.02	-0.002
hermetic_grain_storage	nutrition	55	food_storage	0.04	0.0036
hermetic_grain_storage	nutrition	55	storage_loss	-0.03	-0.0057
hostage_exchange	security	55	cohesion	0.005	0.0009
hostage_exchange	security	55	security_efficiency	0.0072	0.0018
motion_economy_habits	labor	55	fatigue	-0.015	-0.0014
motion_economy_habits	labor	55	labor_efficiency	0.0116	0.0016
owner_marks	knowledge	55	knowledge_preservation	0.0048	0.002
owner_marks	knowledge	55	storage_loss	-0.01	-0.0019
owner_marks	knowledge	55	trade_capacity	0.0025	0.0003
ritual_masks_costumes	culture	55	cohesion	0.0039	0.0007
trepanation	health	55	health_protection	0.008	0.0008
trepanation	health	55	injury_risk	-0.015	-0.0016
trepanation	health	55	knowledge_preservation	0.004	0.0017
wedges_and_levers	infrastructure	55	construction_rate	0.06	0.009
wedges_and_levers	infrastructure	55	haul_capacity	0.06	0.0131
workshop_space_sharing	production	56	craft_output	0.02	0.002
workshop_space_sharing	production	56	task_coordination	0.0028	0.0006
bitumen_sealing	infrastructure	58	food_spoilage	-0.03	-0.0029
bitumen_sealing	infrastructure	58	housing_output	0.05	0.008
bitumen_sealing	infrastructure	58	route_speed	0.05	0.0104
recovery_days_after_heavy_tasks	labor	58	fatigue	-0.03	-0.0028
reed_bundle_boats	logistics	58	haul_capacity	0.0095	0.0021
reed_bundle_boats	logistics	58	route_speed	0.0108	0.0022
reed_bundle_boats	logistics	58	trade_capacity	0.0067	0.0009
customary_inheritance_shares	institutions	60	cohesion	0.0039	0.0007
fermentation_control	nutrition	60	food_spoilage	-0.07	-0.0069
fermentation_control	nutrition	60	nutrition_quality	0.04	0.005
fermentation_control	nutrition	60	water_safety	0.03	0.0092
grain_malting	nutrition	60	food_storage	0.006	0.0005
grain_malting	nutrition	60	nutrition_quality	0.005	0.0006
kiln_control	production	60	container_capacity	0.08	0.024
kiln_control	production	60	craft_output	0.09	0.009
kiln_control	production	60	fuel_efficiency	0.05	0.021
paced_distance_counting	knowledge	60	survey_speed	0.03	0.0035
sacred_places	culture	60	cohesion	0.0039	0.0007
sacred_places	culture	60	ecology_recovery	0.01	0.0081
transhumance	ecology	60	ecological_pressure	-0.018	-0.0096
transhumance	ecology	60	ecology_recovery	0.0135	0.011
transhumance	ecology	60	food_output	0.015	0.0048
wayfinding_stars	logistics	60	route_speed	0.0296	0.0061
wayfinding_stars	logistics	60	survey_speed	0.055	0.0064
winter_herder_return	demography	60	cohesion	0.008	0.0014
winter_herder_return	demography	60	housing_output	0.01	0.0016
boundary_markers_parallel_crews	labor	62	labor_efficiency	0.007	0.001
boundary_markers_parallel_crews	labor	62	task_coordination	0.0076	0.0015
crutches	health	62	fatigue	-0.004	-0.0004
crutches	health	62	injury_risk	-0.004	-0.0004
crutches	health	62	labor_efficiency	0.008	0.0011
starch_washing_separation	nutrition	62	foraging_yield	0.008	0.0007
starch_washing_separation	nutrition	62	nutrition_quality	0.004	0.0005
painted_pottery	production	64	cohesion	0.0025	0.0004
painted_pottery	production	64	craft_output	0.004	0.0004
painted_pottery	production	64	trade_capacity	0.006	0.0008
bride_wealth_gifts	demography	65	cohesion	0.006	0.001
bride_wealth_gifts	demography	65	trade_capacity	0.004	0.0005
coming_of_age_rites	culture	65	cohesion	0.0052	0.0009
field_boundary_markers	institutions	65	cohesion	0.0026	0.0005
field_boundary_markers	institutions	65	soil_productivity	0.01	0.0017
landmark_triangulation	knowledge	65	survey_speed	0.03	0.0035
landmark_triangulation	knowledge	65	travel_speed	0.02	0.018
resin_sealed_wine	nutrition	65	cohesion	0.006	0.001
resin_sealed_wine	nutrition	65	food_storage	0.015	0.0014
resin_sealed_wine	nutrition	65	trade_capacity	0.01	0.0014
rollers_and_runners	logistics	65	construction_rate	0.02	0.003
rollers_and_runners	logistics	65	haul_capacity	0.0142	0.0031
shellfish_bed_recovery	ecology	65	ecological_pressure	-0.009	-0.0048
shellfish_bed_recovery	ecology	65	ecology_recovery	0.0135	0.011
shellfish_bed_recovery	ecology	65	food_output	0.01	0.0032
cross_training_circuits	labor	66	labor_efficiency	0.0093	0.0013
cross_training_circuits	labor	66	task_coordination	0.0061	0.0012
heatstroke_care	health	66	fatigue	-0.012	-0.0011
heatstroke_care	health	66	health_protection	0.006	0.0006
heatstroke_care	health	66	labor_efficiency	0.005	0.0007
native_copper_working	production	68	craft_output	0.003	0.0003
native_copper_working	production	68	tool_quality	0.004	0.0008
native_copper_working	production	68	trade_capacity	0.006	0.0008
captive_adoption	demography	70	labor_efficiency	0.008	0.0011
clay_counting_tokens	knowledge	70	knowledge_preservation	0.021	0.0087
clay_counting_tokens	knowledge	70	storage_loss	-0.01	-0.0019
clay_counting_tokens	knowledge	70	task_coordination	0.014	0.0028
clay_counting_tokens	knowledge	70	trade_capacity	0.018	0.0025
defensive_ditch_siting	security	70	labor_efficiency	0.0131	0.0019
defensive_ditch_siting	security	70	security_efficiency	0.024	0.0061
labor_debt_tallies	institutions	70	labor_efficiency	0.007	0.001
labor_debt_tallies	institutions	70	task_coordination	0.002	0.0004
paired_signal_confirmation	knowledge	70	injury_risk	-0.0086	-0.0009
paired_signal_confirmation	knowledge	70	task_coordination	0.0091	0.0018
pressed_cheese	nutrition	70	food_output	0.02	0.0065
pressed_cheese	nutrition	70	food_spoilage	-0.015	-0.0015
pressed_cheese	nutrition	70	food_storage	0.04	0.0036
pressed_cheese	nutrition	70	nutrition_quality	0.006	0.0008
footing_soil_judging	infrastructure	72	construction_rate	0.015	0.0023
footing_soil_judging	infrastructure	72	disaster_risk	-0.0149	-0.0013
honey_wound_dressing	health	72	health_protection	0.006	0.0006
honey_wound_dressing	health	72	injury_risk	-0.012	-0.0013
honey_wound_dressing	health	72	maternal_safety	0.006	0.0016
managed_fallow	nutrition	72	ecology_recovery	0.05	0.0406
managed_fallow	nutrition	72	food_output	0.02	0.0065
managed_fallow	nutrition	72	soil_productivity	0.09	0.0149
reference_vessel_sets	production	72	craft_output	0.01	0.001
reference_vessel_sets	production	72	standardization	0.02	0.0166
batch_labeling_by_harvest	nutrition	75	food_storage	0.025	0.0023
batch_labeling_by_harvest	nutrition	75	task_coordination	0.0061	0.0012
cooperative_harvest_gatherings	culture	75	cohesion	0.003	0.0005
cooperative_harvest_gatherings	culture	75	labor_efficiency	0.0093	0.0013
downwind_workshop_placement	ecology	75	disease_exposure	-0.01	-0.0012
leader_feast_obligations	institutions	75	cohesion	0.0039	0.0007
refuge_point_designation	infrastructure	75	disaster_risk	-0.0149	-0.0013
refuge_point_designation	infrastructure	75	task_coordination	0.0061	0.0012
seasonal_ford_timing	logistics	75	injury_risk	-0.0172	-0.0018
seasonal_ford_timing	logistics	75	route_speed	0.0108	0.0022
tournette	production	75	container_capacity	0.01	0.003
tournette	production	75	craft_output	0.006	0.0006
tournette	production	75	standardization	0.009	0.0074
disaster_recovery_roles	security	78	disaster_risk	-0.0136	-0.0012
disaster_recovery_roles	security	78	task_coordination	0.0056	0.0011
horizontal_ground_loom	production	78	craft_output	0.006	0.0006
horizontal_ground_loom	production	78	labor_efficiency	0.0011	0.0002
relay_carrying_shifts	logistics	78	haul_capacity	0.0095	0.0021
slope_erosion_watch	ecology	78	disaster_risk	-0.004	-0.0004
slope_erosion_watch	ecology	78	ecological_pressure	-0.012	-0.0064
copper_outcrop_signs	ecology	80	survey_speed	0.03	0.0035
household_lineage_tokens	culture	80	cohesion	0.002	0.0003
household_lineage_tokens	culture	80	knowledge_preservation	0.0033	0.0014
megalith_raising	infrastructure	80	cohesion	0.01	0.0017
megalith_raising	infrastructure	80	construction_rate	0.0045	0.0007
megalith_raising	infrastructure	80	haul_capacity	0.02	0.0044
megalith_raising	infrastructure	80	task_coordination	0.0075	0.0015
oldest_first_marking	logistics	80	food_storage	0.01	0.0009
oldest_first_marking	logistics	80	storage_loss	-0.02	-0.0038
public_grain_weighing	institutions	80	task_coordination	0.002	0.0004
root_cellars	nutrition	80	food_spoilage	-0.02	-0.002
root_cellars	nutrition	80	food_storage	0.025	0.0023
sickroom_fumigation	health	80	disease_exposure	-0.006	-0.0007
sickroom_fumigation	health	80	health_protection	0.004	0.0004
spawning_ground_avoidance	ecology	80	ecological_pressure	-0.012	-0.0064
spawning_ground_avoidance	ecology	80	ecology_recovery	0.0067	0.0054
spawning_ground_avoidance	ecology	80	foraging_yield	0.025	0.0021
specialist_task_assignment	knowledge	80	craft_output	0.02	0.002
specialist_task_assignment	knowledge	80	task_coordination	0.0024	0.0005
stone_grain_judging	production	80	tool_quality	0.02	0.0039
task_captains	labor	80	cohesion	0.0051	0.0009
task_captains	labor	80	task_coordination	0.0084	0.0017
daughter_hamlets	demography	82	disease_exposure	-0.008	-0.001
daughter_hamlets	demography	82	ecological_pressure	-0.02	-0.0107
daughter_hamlets	demography	82	housing_output	0.04	0.0064
cross_craft_visiting	culture	85	craft_output	0.02	0.002
cross_craft_visiting	culture	85	knowledge_preservation	0.0022	0.0009
drum_relay_signals	knowledge	85	security_efficiency	0.02	0.0051
drum_relay_signals	knowledge	85	task_coordination	0.0024	0.0005
frost_pocket_reading	ecology	85	cultivation_yield	0.015	0.0039
frost_pocket_reading	ecology	85	disaster_risk	-0.004	-0.0004
frost_pocket_reading	ecology	85	soil_productivity	0.01	0.0017
ore_assaying	production	85	survey_speed	0.06	0.007
raised_granaries	nutrition	85	food_storage	0.035	0.0032
raised_granaries	nutrition	85	storage_loss	-0.03	-0.0057
trade_partner_memory	logistics	85	knowledge_preservation	0.0034	0.0014
trade_partner_memory	logistics	85	trade_capacity	0.0133	0.0018
truce_sanctuary	security	85	cohesion	0.01	0.0017
truce_sanctuary	security	85	injury_risk	-0.015	-0.0016
truce_sanctuary	security	85	trade_capacity	0.004	0.0005
hauling_chants	labor	88	haul_capacity	0.01	0.0022
hauling_chants	labor	88	injury_risk	-0.01	-0.0011
hauling_chants	labor	88	labor_efficiency	0.0022	0.0003
hauling_chants	labor	88	task_coordination	0.0112	0.0023
lean_year_dispersal	demography	88	neonatal_survival	0.006	0.0016
seasonal_path_maintenance	infrastructure	88	disaster_risk	-0.0111	-0.001
seasonal_path_maintenance	infrastructure	88	task_coordination	0.0061	0.0012
shared_vessel_avoidance	health	88	disease_exposure	-0.02	-0.0024
shared_vessel_avoidance	health	88	health_protection	0.0132	0.0013
copper_smelting	production	90	craft_output	0.07	0.007
copper_smelting	production	90	tool_quality	0.08	0.0155
copper_smelting	production	90	trade_capacity	0.04	0.0054
ditch_palisades	security	90	security_efficiency	0.0192	0.0049
focused_error_review	knowledge	90	knowledge_preservation	0.0022	0.0009
focused_error_review	knowledge	90	labor_efficiency	0.0093	0.0013
infant_feeding_schedules	demography	90	neonatal_survival	0.025	0.0065
infant_feeding_schedules	demography	90	nutrition_quality	0.02	0.0025
leafy_green_incorporation	nutrition	90	disease_exposure	-0.01	-0.0012
leafy_green_incorporation	nutrition	90	nutrition_quality	0.025	0.0032
memorial_cairn_marking	culture	90	cohesion	0.002	0.0003
memorial_cairn_marking	culture	90	knowledge_preservation	0.0048	0.002
pest_swarm_watch	ecology	90	cultivation_yield	0.01	0.0026
pest_swarm_watch	ecology	90	disaster_risk	-0.0076	-0.0007
pest_swarm_watch	ecology	90	observation_rate	0.01	0.009
public_praise_assemblies	institutions	90	cohesion	0.002	0.0003
salt_shell_routes	logistics	90	food_spoilage	-0.01	-0.001
salt_shell_routes	logistics	90	nutrition_quality	0.005	0.0006
salt_shell_routes	logistics	90	trade_capacity	0.0267	0.0036
household_remedy_kits	health	91	food_storage	0.01	0.0009
household_remedy_kits	health	91	health_protection	0.022	0.0022
seasonal_conception_timing	demography	91	maternal_safety	0.02	0.0052
seasonal_conception_timing	demography	91	neonatal_survival	0.02	0.0052
cord_afterbirth_handling	demography	92	disease_exposure	-0.015	-0.0018
cord_afterbirth_handling	demography	92	maternal_safety	0.025	0.0065
room_allocation_by_size	demography	93	cohesion	0.0039	0.0007
room_allocation_by_size	demography	93	housing_output	0.02	0.0032
load_carrying_posture	health	94	fatigue	-0.015	-0.0014
load_carrying_posture	health	94	injury_risk	-0.0172	-0.0018
central_hall_houses	infrastructure	95	cohesion	0.005	0.0009
central_hall_houses	infrastructure	95	food_storage	0.02	0.0018
central_hall_houses	infrastructure	95	housing_output	0.036	0.0058
cutting_propagation	nutrition	95	cultivation_yield	0.02	0.0052
cutting_propagation	nutrition	95	nutrition_quality	0.004	0.0005
cutting_propagation	nutrition	95	soil_productivity	0.005	0.0008
haft_fit_checking	production	95	tool_quality	0.02	0.0039
marriage_feasts	culture	95	cohesion	0.0052	0.0009
marriage_feasts	culture	95	trade_capacity	0.002	0.0003
paced_work_cycles	labor	95	fatigue	-0.02	-0.0019
paced_work_cycles	labor	95	labor_efficiency	0.0131	0.0019
perimeter_patrol_customs	security	95	injury_risk	-0.0094	-0.001
perimeter_patrol_customs	security	95	security_efficiency	0.0144	0.0036
trial_custom_periods	institutions	95	task_coordination	0.0024	0.0005
water_source_rotation	health	97	water_safety	0.025	0.0076
barred_palisade_gates	security	100	injury_risk	-0.005	-0.0009
barred_palisade_gates	security	100	security_efficiency	0.012	0.0046
boundary_oath_rituals	institutions	100	cohesion	0.0026	0.0004
great_work_parties	labor	100	cohesion	0.01	0.0017
great_work_parties	labor	100	construction_rate	0.0067	0.0022
great_work_parties	labor	100	disaster_resilience	0.015	0.0023
great_work_parties	labor	100	labor_efficiency	0.0033	0.0003
great_work_parties	labor	100	task_coordination	0.0225	0.0037
harvest_headcount	demography	100	food_storage	0.01	0.0025
harvest_headcount	demography	100	state_capacity	0.008	0.0037
harvest_headcount	demography	100	task_coordination	0.01	0.0016
hide_tanning	production	100	craft_output	0.004	0.0006
hide_tanning	production	100	storage_loss	-0.01	-0.0016
mixed_grain_legume_meals	nutrition	100	nutrition_quality	0.035	0.0042
mutual_aid_customs	culture	100	cohesion	0.004	0.0007
mutual_aid_customs	culture	100	disaster_resilience	0.02	0.0031
river_landings	logistics	100	haul_capacity	0.0071	0.0019
river_landings	logistics	100	route_speed	0.0108	0.0056
river_landings	logistics	100	trade_capacity	0.0067	0.0025
sacred_grove_protection	ecology	100	cohesion	0.01	0.0017
sacred_grove_protection	ecology	100	ecology_recovery	0.0202	0.0048
sacred_grove_protection	ecology	100	water_safety	0.01	0.0023
stamp_seals	knowledge	100	state_capacity	0.003	0.0014
stamp_seals	knowledge	100	storage_loss	-0.015	-0.0024
stamp_seals	knowledge	100	trade_capacity	0.0038	0.0014
kohl_eye_paint	health	102	disease_exposure	-0.005	-0.0005
kohl_eye_paint	health	102	health_protection	0.004	0.0006
manure_field_spreading	nutrition	104	soil_productivity	0.03	0.0055
new_household_plots	demography	104	cohesion	0.004	0.0007
new_household_plots	demography	104	housing_output	0.03	0.0093
contour_terrace_reading	ecology	105	ecological_pressure	-0.015	-0.0039
contour_terrace_reading	ecology	105	soil_productivity	0.02	0.0037
copper_casting	production	105	craft_output	0.1	0.0158
copper_casting	production	105	standardization	0.04	0.02
copper_casting	production	105	tool_quality	0.08	0.0153
copper_casting	production	105	warfare_readiness	0.04	0.0177
material_accounting	knowledge	105	haul_capacity	0.03	0.0079
material_accounting	knowledge	105	state_capacity	0.006	0.0028
material_accounting	knowledge	105	storage_loss	-0.03	-0.0048
post_disaster_headcount_custom	security	105	disaster_resilience	0.02	0.0031
post_disaster_headcount_custom	security	105	task_coordination	0.0061	0.001
river_supply_channels	infrastructure	105	cultivation_yield	0.015	0.0015
rotating_stewardship	institutions	105	state_capacity	0.0033	0.0015
rotating_stewardship	institutions	105	task_coordination	0.0024	0.0004
reserve_allocation_priority	nutrition	106	food_storage	0.03	0.0075
reserve_allocation_priority	nutrition	106	neonatal_survival	0.006	0.0006
seasonal_hunting_closures	ecology	108	ecological_pressure	-0.012	-0.0031
seasonal_hunting_closures	ecology	108	ecology_recovery	0.0067	0.0016
seasonal_hunting_closures	ecology	108	hunting_yield	0.03	0.0263
bracket_fungus_vermifuge	health	110	health_protection	0.006	0.0009
bracket_fungus_vermifuge	health	110	labor_efficiency	0.004	0.0004
bracket_fungus_vermifuge	health	110	neonatal_survival	0.004	0.0004
first_shrine_house	culture	110	cohesion	0.021	0.0036
first_shrine_house	culture	110	knowledge_preservation	0.0035	0.0021
flour_sifting	nutrition	110	food_spoilage	-0.006	-0.0046
flour_sifting	nutrition	110	standardization	0.004	0.002
hide_covered_boats	logistics	110	haul_capacity	0.0095	0.0025
hide_covered_boats	logistics	110	route_speed	0.0108	0.0056
hide_covered_boats	logistics	110	trade_capacity	0.0067	0.0025
hilltop_refuges	security	110	disaster_resilience	0.03	0.0047
hilltop_refuges	security	110	security_efficiency	0.0096	0.0037
mentored_task_learning	labor	110	fatigue	-0.01	-0.0009
mentored_task_learning	labor	110	labor_efficiency	0.0131	0.0012
probationary_appointment_custom	institutions	110	state_capacity	0.0025	0.0011
selective_deadwood_gathering	ecology	110	ecology_recovery	0.0169	0.004
newcomer_host_season	demography	112	cohesion	0.008	0.0014
newcomer_host_season	demography	112	labor_efficiency	0.008	0.0008
offshoot_date_planting	nutrition	112	cultivation_yield	0.02	0.002
offshoot_date_planting	nutrition	112	food_storage	0.01	0.0025
tannery_waste_channeling	ecology	112	pollution	-0.0191	-0.0106
tannery_waste_channeling	ecology	112	water_safety	0.02	0.0047
bracing_inspection_rounds	infrastructure	115	construction_rate	0.02	0.0065
bracing_inspection_rounds	infrastructure	115	disaster_risk	-0.0178	-0.0019
fire_setting_mining	production	115	extraction_yield	0.05	0.0383
paired_record_witnessing	knowledge	115	knowledge_preservation	0.0033	0.002
praise_songs	culture	115	cohesion	0.0039	0.0007
stock_layering_method	logistics	115	food_spoilage	-0.02	-0.0154
stock_layering_method	logistics	115	storage_loss	-0.02	-0.0032
temple_common_storehouse	institutions	115	cohesion	0.0052	0.0009
temple_common_storehouse	institutions	115	food_storage	0.06	0.015
temple_common_storehouse	institutions	115	state_capacity	0.016	0.0073
temple_common_storehouse	institutions	115	storage_loss	-0.02	-0.0032
sickroom_isolation_practice	health	117	disease_exposure	-0.03	-0.003
sickroom_isolation_practice	health	117	health_protection	0.019	0.0027
weaning_food_softening	demography	118	disease_exposure	-0.01	-0.001
weaning_food_softening	demography	118	neonatal_survival	0.03	0.0028
weaning_food_softening	demography	118	nutrition_quality	0.02	0.0024
assistant_task_offloading	production	120	craft_output	0.025	0.0039
assistant_task_offloading	production	120	labor_efficiency	0.007	0.0007
boundary_marker_surveys	institutions	120	state_capacity	0.0049	0.0022
communal_upkeep_scheduling	infrastructure	120	construction_rate	0.02	0.0065
communal_upkeep_scheduling	infrastructure	120	labor_efficiency	0.0131	0.0012
interval_weaning_practice	demography	120	neonatal_survival	0.03	0.0028
interval_weaning_practice	demography	120	nutrition_quality	0.02	0.0024
joint_hamlet_defense_pacts	security	120	cohesion	0.0058	0.001
joint_hamlet_defense_pacts	security	120	security_efficiency	0.0096	0.0037
rattles_drums_pipes	culture	120	cohesion	0.0026	0.0004
rattles_drums_pipes	culture	120	fatigue	-0.005	-0.0005
rattles_drums_pipes	culture	120	labor_efficiency	0.005	0.0005
seasonal_labor_pooling	labor	120	labor_efficiency	0.0131	0.0012
seasonal_labor_pooling	labor	120	task_coordination	0.0056	0.0009
seasonal_route_assessment	logistics	120	disaster_risk	-0.0068	-0.0007
seasonal_route_assessment	logistics	120	route_speed	0.0108	0.0056
seed_scatter_after_gathering	ecology	120	ecology_recovery	0.0202	0.0048
seed_scatter_after_gathering	ecology	120	foraging_yield	0.02	0.0044
solar_year_reckoning	knowledge	120	cultivation_yield	0.012	0.0012
solar_year_reckoning	knowledge	120	observation_rate	0.039	0.0165
solar_year_reckoning	knowledge	120	task_coordination	0.0042	0.0007
staggered_meal_timing	nutrition	120	fatigue	-0.015	-0.0014
staggered_meal_timing	nutrition	120	task_coordination	0.007	0.0011
symptom_triage_customs	health	120	disease_exposure	-0.01	-0.001
symptom_triage_customs	health	120	health_protection	0.0284	0.0041
symptom_triage_customs	health	120	task_coordination	0.0056	0.0009
ash_field_amendment	nutrition	122	cultivation_yield	0.02	0.002
ash_field_amendment	nutrition	122	soil_productivity	0.03	0.0055
breech_repositioning_technique	demography	122	maternal_safety	0.04	0.011
breech_repositioning_technique	demography	122	neonatal_survival	0.03	0.0028
dwelling_site_orientation	infrastructure	122	construction_rate	0.02	0.0065
workplace_hazard_awareness	health	123	fatigue	-0.01	-0.0009
workplace_hazard_awareness	health	123	injury_risk	-0.0283	-0.0052
workplace_hazard_awareness	health	123	task_coordination	0.0056	0.0009
seasonal_sleeping_arrangements	demography	124	fatigue	-0.01	-0.0009
seasonal_sleeping_arrangements	demography	124	health_protection	0.019	0.0027
seasonal_sleeping_arrangements	demography	124	housing_output	0.02	0.0062
barter_equivalence_custom	logistics	125	task_coordination	0.0028	0.0005
barter_equivalence_custom	logistics	125	trade_capacity	0.02	0.0075
handle_balance_testing	production	125	craft_output	0.015	0.0024
handle_balance_testing	production	125	tool_quality	0.025	0.0048
public_dispute_airing	institutions	125	cohesion	0.002	0.0003
signal_command_drill	security	125	task_coordination	0.0056	0.0009
signal_command_drill	security	125	warfare_readiness	0.0121	0.0054
storm_response_drill	infrastructure	125	disaster_risk	-0.0178	-0.0019
storm_response_drill	infrastructure	125	injury_risk	-0.0142	-0.0026
greywater_diversion_practice	health	126	disease_exposure	-0.02	-0.002
greywater_diversion_practice	health	126	water_safety	0.03	0.007
